teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win
MIL,NL,6,0,37,13,3,0,1,5,5,7,10,3,2,2,1,0.35135135135135137,0.42857142857142855,0.5135135135135135,0.942084942084942,1.0
MIL,NL,6,1,37,11,3,0,3,6,3,6,7,5,7,7,1,0.2972972972972973,0.35,0.6216216216216216,0.9716216216216216,0.0
MIL,NL,4,1,31,9,3,0,0,4,3,6,8,4,2,2,0,0.2903225806451613,0.37142857142857144,0.3870967741935484,0.7585253456221198,1.0
MIL,NL,8,1,35,10,2,0,1,8,3,5,6,3,1,1,1,0.2857142857142857,0.34210526315789475,0.42857142857142855,0.7706766917293233,1.0
MIL,NL,0,1,29,3,0,0,0,0,3,9,5,4,1,1,3,0.10344827586206896,0.1875,0.10344827586206896,0.2909482758620689,0.0
MIL,NL,0,1,30,3,0,0,0,0,3,12,7,2,1,1,0,0.1,0.20588235294117646,0.1,0.3058823529411765,0.0
MIL,NL,2,0,35,9,2,0,1,2,2,11,10,5,4,4,1,0.2571428571428571,0.3157894736842105,0.4,0.7157894736842105,0.0
MIL,NL,2,0,29,4,0,0,2,2,5,9,6,3,3,3,1,0.13793103448275862,0.2647058823529412,0.3448275862068966,0.6095334685598377,0.0
MIL,NL,8,0,43,14,6,0,2,8,3,9,9,5,5,5,2,0.32558139534883723,0.3695652173913043,0.6046511627906976,0.974216380182002,1.0
MIL,NL,3,0,42,12,4,0,0,2,2,6,14,1,0,0,0,0.2857142857142857,0.3181818181818182,0.38095238095238093,0.699134199134199,1.0
MIL,NL,2,0,33,6,0,0,0,2,3,4,7,3,1,1,0,0.18181818181818182,0.25,0.18181818181818182,0.4318181818181818,1.0
MIL,NL,2,0,32,5,0,0,1,2,2,4,5,6,9,9,0,0.15625,0.20588235294117646,0.25,0.4558823529411765,0.0
MIL,NL,2,1,32,6,2,0,0,2,3,9,6,3,5,5,0,0.1875,0.2571428571428571,0.25,0.5071428571428571,0.0
MIL,NL,3,1,28,5,0,0,0,1,4,8,3,4,2,2,1,0.17857142857142858,0.30303030303030304,0.17857142857142858,0.4816017316017316,0.0
MIL,NL,13,1,42,19,6,0,2,13,7,7,14,4,1,1,0,0.4523809523809524,0.5294117647058824,0.7380952380952381,1.2675070028011204,1.0
MIL,NL,8,1,37,15,1,1,3,8,1,7,7,4,3,3,1,0.40540540540540543,0.4358974358974359,0.7297297297297297,1.1656271656271655,1.0
MIL,NL,6,1,34,13,1,1,0,6,3,4,8,6,2,2,0,0.38235294117647056,0.4473684210526316,0.47058823529411764,0.9179566563467492,1.0
MIL,NL,0,1,34,8,0,0,0,0,0,5,7,3,3,3,1,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.4705882352941176,0.0
MIL,NL,3,0,30,5,2,0,1,3,4,2,5,4,4,4,1,0.16666666666666666,0.2647058823529412,0.3333333333333333,0.5980392156862745,0.0
MIL,NL,8,0,42,16,3,0,0,8,2,6,9,5,7,7,1,0.38095238095238093,0.4090909090909091,0.4523809523809524,0.8614718614718615,1.0
MIL,NL,3,0,31,8,1,1,0,3,2,7,5,4,1,1,0,0.25806451612903225,0.34285714285714286,0.3548387096774194,0.6976958525345622,1.0
MIL,NL,9,0,37,10,2,0,0,9,6,4,9,5,2,2,0,0.2702702702702703,0.38636363636363635,0.32432432432432434,0.7106879606879607,1.0
MIL,NL,4,0,38,6,1,0,1,4,3,11,6,6,3,3,0,0.15789473684210525,0.23255813953488372,0.2631578947368421,0.4957160342717258,1.0
MIL,NL,4,0,35,10,3,0,1,4,8,15,13,5,7,7,0,0.2857142857142857,0.4318181818181818,0.45714285714285713,0.8889610389610391,0.0
MIL,NL,2,0,31,7,1,0,0,2,6,9,9,2,3,3,0,0.22580645161290322,0.35135135135135137,0.25806451612903225,0.6094158674803836,0.0
MIL,NL,6,0,35,9,2,0,3,6,5,7,8,4,7,7,0,0.2571428571428571,0.34146341463414637,0.5714285714285714,0.9128919860627178,0.0
MIL,NL,2,0,33,7,0,0,1,2,0,10,4,4,3,3,1,0.21212121212121213,0.21212121212121213,0.30303030303030304,0.5151515151515151,0.0
MIL,NL,3,0,35,7,4,0,2,3,0,9,6,6,9,8,1,0.2,0.2222222222222222,0.4857142857142857,0.7079365079365079,0.0
MIL,NL,1,1,29,5,1,0,1,1,2,11,6,4,2,2,0,0.1724137931034483,0.25,0.3103448275862069,0.5603448275862069,0.0
MIL,NL,1,1,29,7,0,1,0,1,4,7,8,1,0,0,0,0.2413793103448276,0.3333333333333333,0.3103448275862069,0.6436781609195402,1.0
MIL,NL,5,1,32,11,1,0,0,5,5,3,8,4,4,4,0,0.34375,0.43243243243243246,0.375,0.8074324324324325,1.0
MIL,NL,4,1,34,10,2,0,1,4,3,5,9,5,2,2,0,0.29411764705882354,0.35135135135135137,0.4411764705882353,0.7925278219395866,1.0
MIL,NL,4,1,32,8,0,0,1,4,4,8,7,4,3,3,2,0.25,0.32432432432432434,0.34375,0.6680743243243243,0.0
MIL,NL,6,1,30,8,4,1,0,6,7,12,9,3,0,0,0,0.26666666666666666,0.40540540540540543,0.4666666666666667,0.872072072072072,1.0
MIL,NL,6,0,32,6,2,0,1,6,2,3,2,4,0,0,0,0.1875,0.22857142857142856,0.34375,0.5723214285714285,1.0
MIL,NL,4,0,32,7,2,0,0,3,3,7,5,3,1,1,0,0.21875,0.2777777777777778,0.28125,0.5590277777777778,1.0
MIL,NL,3,0,38,10,2,0,1,3,2,7,9,5,3,3,1,0.2631578947368421,0.3333333333333333,0.39473684210526316,0.7280701754385965,0.0
MIL,NL,4,0,38,13,0,0,0,4,3,7,10,3,8,8,0,0.34210526315789475,0.3902439024390244,0.34210526315789475,0.7323491655969192,0.0
MIL,NL,1,0,34,7,1,1,0,1,0,4,6,4,5,5,0,0.20588235294117646,0.20588235294117646,0.29411764705882354,0.5,0.0
MIL,NL,6,0,41,11,2,0,0,6,6,6,11,7,1,1,2,0.2682926829268293,0.36,0.3170731707317073,0.6770731707317073,1.0
MIL,NL,9,0,39,13,1,0,2,9,5,4,8,4,0,0,0,0.3333333333333333,0.4090909090909091,0.5128205128205128,0.921911421911422,1.0
MIL,NL,3,0,37,10,1,0,1,3,2,5,9,4,4,4,0,0.2702702702702703,0.3076923076923077,0.3783783783783784,0.6860706860706861,0.0
MIL,NL,14,1,38,17,2,0,3,14,8,6,9,4,7,7,0,0.4473684210526316,0.5531914893617021,0.7368421052631579,1.2900335946248602,1.0
MIL,NL,6,1,42,15,2,0,1,6,3,6,11,7,9,9,0,0.35714285714285715,0.391304347826087,0.47619047619047616,0.8674948240165632,0.0
MIL,NL,4,1,35,11,0,1,2,4,3,9,10,2,1,1,0,0.3142857142857143,0.3684210526315789,0.5428571428571428,0.9112781954887216,1.0
MIL,NL,5,1,37,10,3,0,1,4,3,5,9,5,9,9,0,0.2702702702702703,0.3170731707317073,0.43243243243243246,0.7495056031641398,0.0
MIL,NL,3,1,31,8,0,1,3,3,0,7,4,3,2,2,0,0.25806451612903225,0.25806451612903225,0.6129032258064516,0.8709677419354839,1.0
MIL,NL,5,0,32,6,1,0,3,5,5,9,6,3,0,0,1,0.1875,0.3157894736842105,0.5,0.8157894736842105,1.0
MIL,NL,1,0,34,9,3,0,1,1,0,6,6,3,2,2,2,0.2647058823529412,0.2647058823529412,0.4411764705882353,0.7058823529411764,0.0
MIL,NL,0,0,29,3,1,0,0,0,3,12,6,3,4,4,2,0.10344827586206896,0.1875,0.13793103448275862,0.3254310344827586,0.0
MIL,NL,2,0,33,7,0,1,0,2,1,6,6,4,6,6,0,0.21212121212121213,0.23529411764705882,0.2727272727272727,0.5080213903743316,0.0
MIL,NL,3,0,33,6,1,1,1,3,2,9,5,4,8,8,0,0.18181818181818182,0.22857142857142856,0.36363636363636365,0.5922077922077922,0.0
MIL,NL,0,0,28,1,1,0,0,0,1,6,2,6,7,7,3,0.03571428571428571,0.06896551724137931,0.07142857142857142,0.14039408866995073,0.0
MIL,NL,1,0,31,6,1,0,0,1,1,15,6,2,2,2,1,0.1935483870967742,0.21212121212121213,0.22580645161290322,0.43792766373411535,0.0
